"","regex_count","uid","method"
"691","1","pubmed-32091333","tiabkw"
"692","1","pubmed-32107637","tiabkw"
"693","1","pubmed-32110992","tiabkw"
"694","2","pubmed-32116638","tiabkw"
"695","3","pubmed-32147454","tiabkw"
"696","1","pubmed-32173530","tiabkw"
"697","1","pubmed-32224066","tiabkw"
"698","3","pubmed-32252776","tiabkw"
"699","1","pubmed-32278495","tiabkw"
"700","5","pubmed-32341098","tiabkw"
"701","1","pubmed-32348793","tiabkw"
"702","1","pubmed-32350798","tiabkw"
"703","2","pubmed-32360092","tiabkw"
"704","2","pubmed-32387717","tiabkw"
"705","1","pubmed-32390857","tiabkw"
"706","1","pubmed-32398151","tiabkw"
"707","1","pubmed-32399753","tiabkw"
"708","1","pubmed-32438325","tiabkw"
"709","1","pubmed-32444385","tiabkw"
"710","1","pubmed-32473192","tiabkw"
"711","1","pubmed-32474176","tiabkw"
"712","2","pubmed-32524477","tiabkw"
"713","2","pubmed-32550908","tiabkw"
"714","1","pubmed-32619873","tiabkw"
"715","1","pubmed-32675407","tiabkw"
"716","4","pubmed-32733240","tiabkw"
"717","1","pubmed-32804150","tiabkw"
"718","2","pubmed-32925058","tiabkw"
"719","2","pubmed-32925062","tiabkw"
"720","1","pubmed-32954296","tiabkw"
"721","1","pubmed-32966331","tiabkw"
"722","1","pubmed-33069740","tiabkw"
"723","1","pubmed-33074225","tiabkw"
"724","1","pubmed-33119191","tiabkw"
"725","3","pubmed-33164928","tiabkw"
"726","1","pubmed-33186630","tiabkw"
"727","3","pubmed-33239400","tiabkw"
"728","1","pubmed-33242524","tiabkw"
"729","2","pubmed-33242587","tiabkw"
"730","1","pubmed-33262690","tiabkw"
"731","2","pubmed-35645763","tiabkw"
"732","2","pubmed-33285637","tiabkw"
"733","1","pubmed-33296142","tiabkw"
"734","1","pubmed-33310049","tiabkw"
"735","1","pubmed-33341653","tiabkw"
"736","1","pubmed-33347975","tiabkw"
"737","1","pubmed-33358726","tiabkw"
"738","1","pubmed-33386801","tiabkw"
"739","1","pubmed-33407903","tiabkw"
"740","1","pubmed-33425209","tiabkw"
"741","1","pubmed-33432101","tiabkw"
"742","1","pubmed-33459655","tiabkw"
"743","3","pubmed-33459709","tiabkw"
"744","1","pubmed-33484828","tiabkw"
"745","1","pubmed-33505459","tiabkw"
"746","2","pubmed-33513340","tiabkw"
"747","2","pubmed-33514675","tiabkw"
"748","1","pubmed-33517893","tiabkw"
"749","1","pubmed-33536910","tiabkw"
"750","1","pubmed-33539323","tiabkw"
"751","2","pubmed-33542194","tiabkw"
"752","1","pubmed-33559388","tiabkw"
"753","1","pubmed-33573114","tiabkw"
"754","1","pubmed-33618062","tiabkw"
"755","3","pubmed-33624157","tiabkw"
"756","1","pubmed-33627050","tiabkw"
"757","1","pubmed-33649406","tiabkw"
"758","1","pubmed-33653950","tiabkw"
"759","2","pubmed-33663578","tiabkw"
"760","1","pubmed-33684513","tiabkw"
"761","2","pubmed-33712082","tiabkw"
"762","3","pubmed-33843674","tiabkw"
"763","1","pubmed-33849621","tiabkw"
"764","1","pubmed-33859747","tiabkw"
"765","1","pubmed-33859760","tiabkw"
"766","2","pubmed-33897374","tiabkw"
"767","3","pubmed-33912008","tiabkw"
"768","2","pubmed-33935084","tiabkw"
"769","1","pubmed-33952633","tiabkw"
"770","1","pubmed-33958140","tiabkw"
"771","1","pubmed-33967044","tiabkw"
"772","1","pubmed-33981952","tiabkw"
"773","2","pubmed-33986302","tiabkw"
"774","4","pubmed-34006978","tiabkw"
"775","1","pubmed-34029610","tiabkw"
"776","3","pubmed-34034776","tiabkw"
"777","4","pubmed-34060063","tiabkw"
"778","2","pubmed-34087256","tiabkw"
"779","2","pubmed-34090936","tiabkw"
"780","1","pubmed-34108877","tiabkw"
"781","1","pubmed-34113246","tiabkw"
"782","1","pubmed-34120588","tiabkw"
"783","2","pubmed-34127063","tiabkw"
"784","1","pubmed-34177555","tiabkw"
"785","1","pubmed-34208315","tiabkw"
"786","1","pubmed-34219714","tiabkw"
"787","1","pubmed-34232542","tiabkw"
"788","3","pubmed-34238366","tiabkw"
"789","1","pubmed-34242631","tiabkw"
"790","2","pubmed-34261700","tiabkw"
"791","2","pubmed-34274327","tiabkw"
"792","1","pubmed-34277682","tiabkw"
"793","1","pubmed-34333153","tiabkw"
"794","1","pubmed-34371696","tiabkw"
"795","1","pubmed-34424282","tiabkw"
"796","1","pubmed-34450329","tiabkw"
"797","1","pubmed-34469725","tiabkw"
"798","1","pubmed-34475508","tiabkw"
"799","2","pubmed-34475828","tiabkw"
"800","1","pubmed-34507271","tiabkw"
"801","1","pubmed-34511503","tiabkw"
"802","3","pubmed-34512263","tiabkw"
"803","1","pubmed-34530383","tiabkw"
"804","1","pubmed-34587978","tiabkw"
"805","1","pubmed-34602491","tiabkw"
"806","4","pubmed-34625112","tiabkw"
"807","1","pubmed-34662541","tiabkw"
"808","2","pubmed-34674621","tiabkw"
"809","2","pubmed-34684684","tiabkw"
"810","1","pubmed-34695393","tiabkw"
"811","1","pubmed-34707484","tiabkw"
"812","1","pubmed-34769018","tiabkw"
"813","3","pubmed-34806605","tiabkw"
"814","1","pubmed-34867156","tiabkw"
"815","1","pubmed-34955845","tiabkw"
"816","1","pubmed-9710516","tiabkw"
"817","1","unknown-70859997","tiabkw"
"818","2","unknown-781614","tiabkw"
"819","6","pubmed-35141975","tiabkw"
"820","2","pubmed-35142699","tiabkw"
"821","1","scopus-2-s2.0-85128602967","tiabkw"
"822","4","scopus-2-s2.0-85124275253","tiabkw"
"823","1","scopus-2-s2.0-85131131706","tiabkw"
"824","1","pubmed-35685246","tiabkw"
"825","1","pubmed-35718231","tiabkw"
"826","1","pubmed-34983883","tiabkw"
"827","2","pubmed-34981861","tiabkw"
"828","1","pubmed-34955809","tiabkw"
"829","1","pubmed-28392767","tiabkw"
"830","1","pubmed-27882091","tiabkw"
"831","1","pubmed-27872583","tiabkw"
"832","1","pubmed-27798139","tiabkw"
"833","1","pubmed-27708404","tiabkw"
"834","2","pubmed-27701029","tiabkw"
"835","2","pubmed-27640349","tiabkw"
"836","1","pubmed-27559690","tiabkw"
"837","1","pubmed-27511009","tiabkw"
"838","1","pubmed-27505720","tiabkw"
"839","1","pubmed-27479319","tiabkw"
"840","2","pubmed-27432231","tiabkw"
"841","2","pubmed-27412623","tiabkw"
"842","1","pubmed-27391799","tiabkw"
"843","1","pubmed-27378850","tiabkw"
"844","1","pubmed-27377368","tiabkw"
"845","1","pubmed-27335565","tiabkw"
"846","1","pubmed-27335341","tiabkw"
"847","1","pubmed-27303604","tiabkw"
"848","2","pubmed-27287430","tiabkw"
"849","2","pubmed-27233830","tiabkw"
"850","1","pubmed-27222435","tiabkw"
"851","3","pubmed-27192432","tiabkw"
"852","1","pubmed-27189808","tiabkw"
"853","1","pubmed-27165780","tiabkw"
"854","2","pubmed-27133194","tiabkw"
"855","2","pubmed-27130898","tiabkw"
"856","2","pubmed-27108544","tiabkw"
"857","1","pubmed-27103515","tiabkw"
"858","1","pubmed-27003207","tiabkw"
"859","4","pubmed-26976670","tiabkw"
"860","2","pubmed-26959388","tiabkw"
"861","1","pubmed-26957206","tiabkw"
"862","3","pubmed-26951658","tiabkw"
"863","1","pubmed-26905287","tiabkw"
"864","2","pubmed-26861514","tiabkw"
"865","1","pubmed-26846170","tiabkw"
"866","1","pubmed-26759118","tiabkw"
"867","2","pubmed-26758825","tiabkw"
"868","1","pubmed-26707406","tiabkw"
"869","2","pubmed-26674159","tiabkw"
"870","1","pubmed-26660327","tiabkw"
"871","3","pubmed-26629777","tiabkw"
"872","3","pubmed-26610388","tiabkw"
"873","1","pubmed-26538149","tiabkw"
"874","1","pubmed-26523675","tiabkw"
"875","2","pubmed-26454238","tiabkw"
"876","1","pubmed-26198568","tiabkw"
"877","2","pubmed-26160762","tiabkw"
"878","1","pubmed-26025659","tiabkw"
"879","2","pubmed-25659889","tiabkw"
"880","1","pubmed-25523106","tiabkw"
"881","1","pubmed-25505877","tiabkw"
"882","4","pubmed-15665036","tiabkw"
"883","2","embase-71853077","tiabkw"
"884","1","embase-619605278","tiabkw"
"885","1","embase-615986441","tiabkw"
"886","1","embase-615876759","tiabkw"
"887","1","embase-613140249","tiabkw"
"888","2","embase-606476361","tiabkw"
"889","2","embase-51649392","tiabkw"
"890","1","embase-373321472","tiabkw"
"891","1","wos:000813883300003","tiabkw"
"892","1","scopus-2-s2.0-85132130134","tiabkw"
"893","1","scopus-2-s2.0-85130060565","tiabkw"
"894","1","pubmed-35858575","tiabkw"
"895","1","wos:000828034300009","tiabkw"
"896","3","pubmed-35904470","tiabkw"
"897","1","pubmed-35871344","tiabkw"
"898","1","scopus-2-s2.0-85135172652","tiabkw"
"899","1","pubmed-35955868","tiabkw"
"900","1","pubmed-35948162","tiabkw"
"901","2","pubmed-35943292","tiabkw"
"902","2","pubmed-35968386","tiabkw"
"903","1","pubmed-35966798","tiabkw"
"904","1","pubmed-36002854","tiabkw"
"905","2","wos:000886550300002","tiabkw"
"906","1","wos:000878736400003","tiabkw"
"907","3","wos:000874207300001","tiabkw"
"908","1","wos:000873072400001","tiabkw"
"909","1","wos:000871190700001","tiabkw"
"910","4","wos:000863330700007","tiabkw"
"911","1","wos:000861322300007","tiabkw"
"912","1","wos:000861042000003","tiabkw"
"913","1","wos:000884421000007","tiabkw"
"914","1","wos:000881825800078","tiabkw"
"915","1","scopus-2-s2.0-85142365456","tiabkw"
"916","1","scopus-2-s2.0-85141953700","tiabkw"
"917","1","scopus-2-s2.0-85138206433","tiabkw"
"918","1","pubmed-36442195","tiabkw"
"919","2","pubmed-36304124","tiabkw"
"920","4","pubmed-36245380","tiabkw"
"921","1","pubmed-36229597","tiabkw"
"922","2","pubmed-36139395","tiabkw"
"923","1","pubmed-36139003","tiabkw"
"924","1","scopus-2-s2.0-85142403141","tiabkw"
"925","2","scopus-2-s2.0-85141958730","tiabkw"
"926","1","scopus-2-s2.0-85141750300","tiabkw"
"927","2","scopus-2-s2.0-85140461952","tiabkw"
"928","1","scopus-2-s2.0-85140047232","tiabkw"
"929","1","scopus-2-s2.0-85133813125","tiabkw"
"930","1","pubmed-36374001","tiabkw"
"931","2","pubmed-36331820","tiabkw"
"932","1","pubmed-36252359","tiabkw"
"933","1","pubmed-36152121","tiabkw"
"934","2","pubmed-36150608","tiabkw"
"935","2","embase-72124627","tiabkw"
"936","1","embase-786129","tiabkw"
"937","1","pubmed-27303597","tiabkw"
"938","2","pubmed-28263538","tiabkw"
"939","6","embase-611352756","tiabkw"
"940","1","embase-613186893","tiabkw"
"941","2","wos:000821005600003","tiabkw"
"942","1","wos:000808561700001","tiabkw"
"943","2","wos:000771402600001","tiabkw"
"944","1","wos:000758840300001","tiabkw"
"945","1","wos:000669893103491","tiabkw"
"946","1","wos:000432836500080","tiabkw"
"947","1","wos:000404952400195","tiabkw"
"948","1","pubmed-28099927","tiabkw"
"949","1","pubmed-27618870","tiabkw"
"950","2","embase-610543692","tiabkw"
"951","1","embase-609692831","tiabkw"
"952","7","embase-608852041","tiabkw"
"953","1","wos:000285452600017","full_text"
"954","2","wos:000285452600018","full_text"
"955","1","wos:000285452600019","full_text"
"956","4","wos:000285452600021","full_text"
"957","2","wos:000285452600023","full_text"
"958","1","wos:000285622600038","full_text"
"959","23","wos:000285684900016","full_text"
"960","3","wos:000285921600028","full_text"
"961","14","wos:000286128000008","full_text"
"962","8","wos:000286139100025","full_text"
"963","1","wos:000286154300012","full_text"
"964","2","wos:000286185300022","full_text"
"965","1","wos:000286189600029","full_text"
"966","8","wos:000286373700014","full_text"
"967","1","wos:000286373700028","full_text"
"968","9","wos:000286493700018","full_text"
"969","1","wos:000286517600024","full_text"
"970","1","wos:000286558000007","full_text"
"971","1","wos:000286560200008","full_text"
"972","1","wos:000286697400002","full_text"
"973","13","wos:000358234300001","full_text"
"974","19","wos:000286922100016","full_text"
"975","2","wos:000287290400013","full_text"
"976","1","wos:000287291200008","full_text"
"977","2","wos:000287372500009","full_text"
"978","40","wos:000287392400020","full_text"
"979","1","wos:000287497800001","full_text"
"980","18","wos:000287657500054","full_text"
"981","4","wos:000359191800010","full_text"
"982","2","wos:000287955100004","full_text"
"983","9","wos:000288013300041","full_text"
"984","2","wos:000288219100019","full_text"
"985","1","wos:000288284900008","full_text"
"986","2","wos:000359349800041","full_text"
"987","1","wos:000288714100008","full_text"
"988","1","wos:000288809100023","full_text"
"989","23","wos:000288938200023","full_text"
"990","1","wos:000289464500002","full_text"
"991","29","wos:000289472400007","full_text"
"992","15","wos:000289620500013","full_text"
"993","1","wos:000289788300040","full_text"
"994","5","wos:000289934600035","full_text"
"995","1","wos:000289944800002","full_text"
"996","4","wos:000290055700003","full_text"
"997","1","wos:000290055800008","full_text"
"998","16","wos:000290156300009","full_text"
"999","31","wos:000290212100003","full_text"
"1000","1","wos:000290589800002","full_text"
"1001","2","wos:000290715100001","full_text"
"1002","9","wos:000290716600005","full_text"
"1003","2","wos:000292068400003","full_text"
"1004","16","wos:000292476900006","full_text"
"1005","20","wos:000292476900016","full_text"
"1006","44","wos:000292496900003","full_text"
"1007","1","wos:000292496900014","full_text"
"1008","1","wos:000353800600005","full_text"
"1009","2","wos:000293595400004","full_text"
"1010","1","wos:000295032800004","full_text"
"1011","14","wos:000295723700005","full_text"
"1012","1","wos:000295843000005","full_text"
"1013","4","wos:000297215900001","full_text"
"1014","7","wos:000297683800011","full_text"
"1015","1","wos:000297865800002","full_text"
"1016","1","wos:000297883500048","full_text"
"1017","1","wos:000298167800046","full_text"
"1018","11","wos:000298332900010","full_text"
"1019","1","wos:000298368100017","full_text"
"1020","18","wos:000298369100016","full_text"
"1021","1","wos:000298370400048","full_text"
"1022","13","wos:000298402300028","full_text"
"1023","1","wos:000298479500004","full_text"
"1024","1","wos:000405055800005","full_text"
"1025","6","wos:000298886500007","full_text"
"1026","7","wos:000299311900005","full_text"
"1027","5","wos:000299312900011","full_text"
"1028","5","wos:000299526700010","full_text"
"1029","1","wos:000299723600001","full_text"
"1030","1","wos:000299786000012","full_text"
"1031","31","wos:000299908000001","full_text"
"1032","2","wos:000299986600018","full_text"
"1033","9","wos:000300207900016","full_text"
"1034","1","wos:000300223700011","full_text"
"1035","1","wos:000300414500017","full_text"
"1036","1","wos:000300443100007","full_text"
"1037","5","wos:000300448500030","full_text"
"1038","2","wos:000300489200092","full_text"
"1039","29","wos:000300572300001","full_text"
"1040","2","wos:000300585800022","full_text"
"1041","1","wos:000300627500003","full_text"
"1042","20","wos:000300938100015","full_text"
"1043","1","wos:000300938100025","full_text"
"1044","1","wos:000301070200060","full_text"
"1045","1","wos:000301112500017","full_text"
"1046","3","wos:000301295300025","full_text"
"1047","1","wos:000301779900009","full_text"
"1048","9","wos:000301779900010","full_text"
"1049","5","wos:000301779900011","full_text"
"1050","38","wos:000301779900012","full_text"
"1051","1","wos:000301837000051","full_text"
"1052","1","wos:000301885800007","full_text"
"1053","1","wos:000301898000008","full_text"
"1054","2","wos:000302018000002","full_text"
"1055","3","wos:000302124400005","full_text"
"1056","2","wos:000302159400002","full_text"
"1057","5","wos:000302168400001","full_text"
"1058","2","wos:000302202800026","full_text"
"1059","36","wos:000302752600009","full_text"
"1060","1","wos:000302783500002","full_text"
"1061","4","wos:000302787200001","full_text"
"1062","11","wos:000302793500013","full_text"
"1063","1","wos:000303003500096","full_text"
"1064","1","wos:000303021100049","full_text"
"1065","1","wos:000303047100008","full_text"
"1066","1","wos:000303047600012","full_text"
"1067","8","wos:000303383600027","full_text"
"1068","16","wos:000303387800010","full_text"
"1069","6","wos:000303393000024","full_text"
"1070","1","wos:000303430400024","full_text"
"1071","2","wos:000303455200011","full_text"
"1072","1","wos:000303455200014","full_text"
"1073","9","wos:000303600900021","full_text"
"1074","22","wos:000347923000017","full_text"
"1075","10","wos:000347958800001","full_text"
"1076","2","wos:000304046900018","full_text"
"1077","1","wos:000304049200001","full_text"
"1078","1","wos:000304164000006","full_text"
"1079","1","wos:000304164400019","full_text"
"1080","10","wos:000304344500044","full_text"
"1081","1","wos:000304400700003","full_text"
"1082","27","wos:000304442600004","full_text"
"1083","2","wos:000304464000003","full_text"
"1084","2","wos:000304490300008","full_text"
"1085","2","wos:000304608000050","full_text"
"1086","1","wos:000304631300002","full_text"
"1087","1","wos:000304642600001","full_text"
"1088","3","wos:000304818300007","full_text"
"1089","1","wos:000304878200005","full_text"
"1090","25","wos:000304980100001","full_text"
"1091","1","wos:000305091800010","full_text"
"1092","38","wos:000305295600025","full_text"
"1093","2","wos:000305337600066","full_text"
"1094","3","wos:000305338600048","full_text"
"1095","3","wos:000305342300018","full_text"
"1096","1","wos:000305343200004","full_text"
"1097","1","wos:000305345200074","full_text"
"1098","1","wos:000305353400032","full_text"
"1099","19","wos:000305485800020","full_text"
"1100","1","wos:000305583300007","full_text"
"1101","9","wos:000305826300011","full_text"
"1102","2","wos:000355230100006","full_text"
"1103","1","wos:000381392800020","full_text"
"1104","24","wos:000305897000020","full_text"
"1105","15","wos:000306070800011","full_text"
"1106","1","wos:000306122900012","full_text"
"1107","16","wos:000306217600002","full_text"
"1108","1","wos:000306332000002","full_text"
"1109","1","wos:000306366400037","full_text"
"1110","1","wos:000306466100125","full_text"
"1111","1","wos:000306526800019","full_text"
"1112","1","wos:000306526800025","full_text"
"1113","1","wos:000306528200002","full_text"
"1114","5","wos:000306994600033","full_text"
"1115","4","wos:000307125300011","full_text"
"1116","1","wos:000307280100011","full_text"
"1117","33","wos:000307823600058","full_text"
"1118","3","wos:000307969700019","full_text"
"1119","18","wos:000308085200076","full_text"
"1120","2","wos:000308140500027","full_text"
"1121","1","wos:000308640100003","full_text"
"1122","1","wos:000308684300010","full_text"
"1123","1","pubmed-30368508","full_text"
"1124","18","wos:000350738800003","full_text"
"1125","1","wos:000309263500001","full_text"
"1126","2","wos:000309337300002","full_text"
"1127","25","wos:000309374100005","full_text"
"1128","39","wos:000309518600017","full_text"
"1129","1","scopus-2-s2.0-85128714188","full_text"
"1130","6","wos:000309524700001","full_text"
"1131","4","wos:000361886700003","full_text"
"1132","9","wos:000309554700115","full_text"
"1133","6","wos:000309556100181","full_text"
"1134","1","wos:000309969600003","full_text"
"1135","1","wos:000310052400003","full_text"
"1136","1","wos:000310145200005","full_text"
"1137","8","wos:000310515800009","full_text"
"1138","11","wos:000311147800068","full_text"
"1139","1","wos:000312391000001","full_text"
"1140","1","wos:000312488100008","full_text"
"1141","1","wos:000315195200003","full_text"
"1142","12","wos:000317417100008","full_text"
"1143","12","wos:000317417100013","full_text"
"1144","2","pubmed-15118092","full_text"
"1145","17","wos:000318174100006","full_text"
"1146","27","wos:000319107900093","full_text"
"1147","1","wos:000319442600001","full_text"
"1148","2","wos:000319727000001","full_text"
"1149","2","wos:000246929600006","full_text"
"1150","22","wos:000319800000001","full_text"
"1151","2","wos:000319963300006","full_text"
"1152","10","wos:000320412200039","full_text"
"1153","5","wos:000320470200003","full_text"
